Jackknife	Origin	Alternate_HIGH	Total_HIGH	Alternate_MODERATE	Total_MODERATE	Alternate_LOW	Total_LOW	Alternate_MODIFIER	Total_MODIFIER	Alternate_INTERGENIC	Total_INTERGENIC
14	introduced	8358	41216	282686	1343924	751533	3556968	42708891	212210582	23425296	115837272
14	native	5905	35842	199875	1165760	528873	3085692	30086184	183915960	16529271	100382818
15	introduced	8267	40872	280426	1336968	747357	3542476	42643125	212061408	23367518	115656294
15	native	5858	35548	198381	1159674	525865	3073224	30039603	183787276	16489361	100226388
16	introduced	8290	40890	281691	1339810	748932	3546316	42711876	212218244	23460965	115991256
16	native	5858	35566	199127	1162202	527189	3076594	30094628	183921842	16555899	100515244
17	introduced	8365	41236	282831	1346540	751623	3560760	42658155	212180632	23380783	115708894
17	native	5904	35854	199922	1168074	528898	3089094	30040532	183889114	16491112	100270586
18	introduced	8191	40442	278333	1325560	742220	3522696	42738676	212533182	23449978	116018104
18	native	5757	35172	196321	1149864	521631	3055896	30090971	184196480	16539685	100539816
19	introduced	8162	40542	271856	1304326	738973	3516108	42921075	213597106	23548465	116582288
19	native	5756	35230	191733	1131538	519147	3050044	30214865	185115082	16605459	101027530
1	introduced	8297	41014	281985	1340088	749014	3544918	42842301	212786474	23490772	116066494
1	native	5859	35672	199435	1162448	527311	3075272	30183261	184413852	16579004	100581720
20	introduced	8303	41088	281164	1339144	749677	3553298	42739375	212665690	23425093	115981200
20	native	5867	35722	198746	1161610	527546	3082606	30101905	184308846	16525500	100506310
21	introduced	8364	41252	282652	1344408	751983	3560296	42700627	212157974	23355294	115443202
21	native	5907	35872	199888	1166210	529148	3088608	30083835	183871176	16485033	100042192
22	introduced	8342	41186	282044	1342090	750086	3551230	42674411	212104610	23376208	115646174
22	native	5906	35818	199402	1164146	527901	3080702	30067275	183819078	16495611	100213978
23	introduced	8344	41200	282278	1342358	751358	3558688	42681612	212201154	23349914	115573778
23	native	5878	35824	199478	1164382	528722	3087250	30059486	183901292	16475938	100150404
24	introduced	8298	41044	281335	1339370	749042	3546556	42690256	212242172	23437778	115957338
24	native	5871	35696	198942	1161830	527161	3076732	30072418	183932092	16539632	100480148
25	introduced	8317	41018	280746	1337768	747674	3543658	42679930	212144228	23398189	115727470
25	native	5882	35668	198753	1160496	526438	3074232	30076658	183849148	16517218	100281988
26	introduced	8358	41208	281811	1340832	750027	3551002	42689690	212234740	23451799	116031804
26	native	5903	35830	199189	1163100	527718	3080534	30067521	183927770	16547876	100546178
27	introduced	8252	41066	281858	1341634	748044	3546440	42643278	212230732	23418628	115910868
27	native	5832	35706	199360	1163856	526609	3076742	30047167	183932124	16528730	100446086
28	introduced	8290	40868	282042	1342214	749398	3549806	42893444	213230850	23534864	116394418
28	native	5857	35538	199509	1164252	527469	3079508	30220571	184803584	16608585	100868256
29	introduced	8338	41054	280274	1333882	745718	3535700	42821658	212951344	23531890	116392016
29	native	5881	35700	197837	1156920	524196	3067264	30146777	184553012	16593892	100861512
2	introduced	8341	41140	282741	1343290	751118	3553978	42808690	212483508	23445785	115787920
2	native	5890	35782	199795	1165266	528308	3083154	30141985	184157270	16535663	100343712
30	introduced	8289	41006	280980	1336238	746930	3539636	42699200	212293050	23453046	115961026
30	native	5853	35660	198608	1159068	525976	3070556	30082434	183982858	16546996	100487498
31	introduced	8323	41074	281332	1338682	750596	3553490	42690471	212133986	23398645	115690584
31	native	5867	35714	198595	1161214	527626	3082554	30029261	183842396	16486487	100252036
32	introduced	8296	40904	282290	1342386	751244	3558422	42711172	212241396	23359139	115496660
32	native	5857	35570	199414	1164498	528463	3086940	30067380	183938868	16471529	100085652
33	introduced	8357	41172	281985	1342298	749936	3553438	42676482	212128504	23409941	115737510
33	native	5898	35802	199220	1164362	527502	3082736	30034512	183837978	16503686	100292380
34	introduced	8321	41034	281351	1339010	748512	3545124	42675219	212036978	23378648	115572762
34	native	5858	35672	198858	1161478	526819	3075602	30057279	183761370	16493794	100151340
35	introduced	8350	41152	282816	1347226	751534	3562972	42634747	212306818	23287071	115443678
35	native	5896	35780	199980	1168618	529078	3090990	30045135	183995818	16444909	100039744
36	introduced	8378	41348	283785	1350202	754866	3575790	42919852	213478300	23462391	116156060
36	native	5916	35958	200584	1171234	531088	3102088	30221360	185012574	16546996	100657614
37	introduced	8334	41168	281333	1338016	747566	3541256	42762758	212623584	23489750	116191252
37	native	5894	35810	198882	1160604	526155	3072286	30120155	184271012	16572073	100687586
38	introduced	8353	41174	282591	1343914	751076	3556016	42721848	212168442	23432631	115826312
38	native	5893	35800	199724	1165780	528686	3084828	30094891	183876346	16535838	100371512
39	introduced	8344	41126	282048	1340868	750792	3555312	42706362	212185570	23440550	115867738
39	native	5893	35766	199368	1163106	528508	3084338	30097190	183887116	16545244	100405700
3	introduced	8338	41114	282820	1343834	752544	3559216	42837172	212483432	23494661	115932066
3	native	5896	35758	199857	1165688	529342	3087758	30161487	184152758	16571489	100464388
40	introduced	8374	41158	282408	1342470	751260	3554962	42719891	212195062	23453790	115941614
40	native	5912	35788	199667	1164564	528657	3083982	30088085	183904462	16544865	100473484
41	introduced	8253	40832	281275	1336708	747661	3539408	42678364	212060672	23433878	115812826
41	native	5822	35494	198806	1159478	526501	3070614	30072713	183783854	16542647	100360954
42	introduced	8293	40968	281937	1340982	748709	3548980	42643971	212078372	23372270	115639206
42	native	5864	35628	199358	1163212	526987	3078808	30035763	183793854	16492167	100206012
43	introduced	8268	40936	281334	1339706	748303	3547110	42685481	212303614	23397004	115795448
43	native	5850	35600	198804	1162070	526447	3077012	30068031	183984642	16509017	100339696
44	introduced	8367	41308	283689	1349846	754594	3574764	43130115	214390422	23654645	116989612
44	native	5910	35924	200520	1170874	530966	3101188	30375261	185802002	16687700	101379538
45	introduced	8315	40972	281363	1337306	748628	3546818	42730229	212519786	23434473	115970772
45	native	5867	35624	198765	1160044	526879	3077004	30087875	184184516	16528045	100498970
46	introduced	8321	41132	280840	1337204	749311	3546960	42678407	212007826	23372551	115531318
46	native	5878	35762	198585	1159990	527072	3077116	30055149	183740890	16486159	100118498
47	introduced	8315	41062	281814	1339732	750347	3552170	42708352	212175624	23444012	115901052
47	native	5872	35702	199061	1162134	527543	3081586	30065334	183883192	16533813	100436508
48	introduced	8326	40818	281154	1336650	747363	3536886	42693957	212134642	23433554	115852134
48	native	5862	35486	198594	1159510	526012	3068402	30081351	183847700	16538774	100393868
49	introduced	8306	40978	281232	1337924	748251	3543816	42690542	212135160	23431895	115886494
49	native	5859	35630	198754	1160504	526368	3074188	30059430	183844638	16531430	100422520
4	introduced	8311	40856	281127	1337200	749044	3544046	42803442	212508898	23471981	115931090
4	native	5865	35532	198713	1159908	526632	3074426	30132527	184171292	16553108	100462842
50	introduced	8337	41092	282546	1343776	750481	3553614	42704076	212197372	23388342	115655258
50	native	5890	35718	199722	1165606	528163	3082878	30064996	183894680	16493043	100218400
51	introduced	8311	41088	280861	1337402	745860	3535476	42739690	212669458	23451856	116095832
51	native	5867	35744	198389	1160044	524482	3066818	30092165	184308760	16540099	100605200
52	introduced	8378	41362	283902	1351064	755241	3577868	43148270	214474890	23665037	117037576
52	native	5916	35968	200673	1171968	531389	3103886	30387581	185876550	16694853	101422044
53	introduced	8308	40846	281310	1338922	747582	3543832	42753435	212636080	23437125	115952962
53	native	5867	35510	198822	1161368	525717	3074450	30105494	184285036	16530874	100484724
54	introduced	8319	40998	281929	1341284	748672	3545964	42709852	212109974	23442560	115787652
54	native	5862	35652	199217	1163492	526580	3076292	30067385	183831666	16528587	100340900
55	introduced	8310	41136	282298	1343606	751516	3558430	42742231	212296210	23405651	115671664
55	native	5880	35772	199640	1165506	528847	3087096	30106961	183989116	16514543	100238446
56	introduced	8345	41158	282000	1340260	751123	3554680	42723609	212184152	23402358	115645000
56	native	5897	35782	199355	1162670	528505	3083812	30096707	183893376	16516241	100217156
57	introduced	8351	41144	281864	1340376	749878	3551034	42715463	212129614	23418453	115705454
57	native	5890	35782	199210	1162742	527431	3080602	30080096	183843298	16521749	100266828
58	introduced	8335	41226	282446	1344746	751478	3559498	42655838	212259416	23313315	115452354
58	native	5887	35854	199664	1166506	528746	3088058	30035176	183962862	16441828	100052622
59	introduced	8203	40876	280096	1334396	748394	3547736	42938986	213494396	23555489	116536004
59	native	5790	35542	197921	1157682	526457	3077696	30238489	185026784	16619631	100987048
5	introduced	8327	41140	282937	1345232	752135	3561448	42797222	212511840	23478462	115989642
5	native	5879	35782	199979	1166920	529042	3089600	30134627	184170930	16557330	100511320
60	introduced	8226	40734	278649	1330346	739148	3512580	42764916	212809692	23470752	116180446
60	native	5805	35414	196865	1153904	519926	3046948	30109739	184429820	16553258	100679290
61	introduced	8240	40804	278207	1325552	743607	3524544	42660701	212177532	23400118	115801416
61	native	5834	35472	196778	1149714	523327	3057638	30036503	183885904	16504784	100351094
62	introduced	8241	40750	280712	1335016	745290	3526558	42664266	212005410	23419508	115792178
62	native	5834	35454	198469	1158132	524764	3059562	30064297	183739688	16527779	100343580
63	introduced	8325	40996	282008	1339300	749974	3547326	42735188	212205538	23416434	115659300
63	native	5869	35650	199282	1161738	527400	3077400	30101534	183912916	16525647	100229758
64	introduced	8299	41080	281480	1338924	747419	3539272	42708880	212191254	23432293	115829820
64	native	5841	35716	198874	1161378	525882	3070438	30070745	183900642	16524330	100377316
65	introduced	8304	40820	281122	1334712	746921	3534572	42801525	212483302	23507580	116120524
65	native	5862	35500	198525	1157750	525265	3066460	30126077	184155294	16577440	100629510
66	introduced	8314	41004	283042	1346380	752999	3565982	43050790	213943160	23619127	116790912
66	native	5863	35670	200059	1167894	529694	3093608	30316166	185416008	16661393	101208352
67	introduced	8303	41060	281241	1338860	748677	3548798	42740679	212543994	23399041	115783502
67	native	5874	35704	198660	1161302	526622	3078730	30086722	184201246	16496206	100333946
68	introduced	8344	41110	281904	1340010	749687	3547420	42718582	212190614	23414538	115724366
68	native	5894	35754	199304	1162414	527394	3077554	30077462	183900920	16514707	100286144
69	introduced	8311	41120	282646	1344164	751695	3558810	42732808	212212490	23418382	115678848
69	native	5875	35756	199771	1166006	528718	3087320	30076349	183917956	16509898	100245576
6	introduced	8290	40900	280770	1332944	747945	3539974	42790781	212444472	23521867	116215848
6	native	5839	35572	198523	1156252	526085	3071012	30126153	184117042	16592096	100709706
70	introduced	8361	41226	282132	1341742	750196	3553624	42669578	212090672	23339626	115400124
70	native	5906	35850	199418	1163886	527642	3082952	30044534	183810538	16462310	100002778
71	introduced	8298	41004	282068	1342884	749764	3551540	42654256	212148328	23412418	115899818
71	native	5868	35658	199311	1164858	527370	3081182	30038870	183865410	16519030	100439112
72	introduced	8353	41200	282394	1344424	751187	3558388	42909095	213419048	23538160	116474434
72	native	5895	35830	199649	1166062	528629	3086800	30229023	184961024	16612860	100933794
73	introduced	8346	41162	281920	1342882	748446	3550288	42684001	212448566	23409636	115898360
73	native	5887	35794	199139	1164910	526311	3079996	30049639	184122316	16511570	100436854
74	introduced	8333	41178	282276	1343292	750181	3553928	42682261	212195378	23411208	115805918
74	native	5888	35806	199421	1165240	527702	3083144	30040107	183902646	16506507	100355504
75	introduced	8363	41148	281939	1340470	749928	3549454	42703214	212179358	23439394	115834562
75	native	5890	35782	199266	1162752	527488	3079294	30050618	183888378	16520976	100379864
76	introduced	8280	40938	280857	1335244	746744	3533696	42679985	212039440	23451221	115963698
76	native	5857	35602	198698	1158270	525700	3065666	30068177	183766908	16547674	100491520
77	introduced	8328	41078	281798	1340736	747149	3542910	42692179	212264846	23438642	115922920
77	native	5887	35720	199420	1163062	526375	3073740	30084986	183962398	16540472	100456706
78	introduced	8326	41068	282021	1342408	751634	3559914	43049052	214009422	23618031	116826984
78	native	5877	35704	199432	1164456	529038	3088174	30324590	185473858	16665556	101240178
79	introduced	8296	41008	282059	1341906	749392	3551072	42701632	212406322	23395769	115814758
79	native	5845	35652	199307	1164054	526973	3080676	30060968	184088766	16501310	100365864
7	introduced	8309	40798	281516	1338466	749664	3544564	42803991	212432946	23473792	115945724
7	native	5862	35486	199182	1161166	527639	3075118	30152434	184110550	16565077	100477604
80	introduced	8334	41180	281708	1339488	749651	3547940	42719012	212122332	23426972	115716268
80	native	5877	35802	199266	1161974	527627	3078096	30098739	183840070	16535929	100277968
81	introduced	8369	41136	281546	1339874	750206	3553500	42694517	212209218	23356184	115539320
81	native	5908	35774	199072	1162332	528092	3083016	30091523	183916534	16492506	100125982
82	introduced	8353	41060	282699	1344952	751589	3559396	42717186	212202530	23394261	115597884
82	native	5898	35720	199834	1166768	528862	3087898	30075950	183911308	16496209	100177340
83	introduced	8338	41198	282678	1344930	751762	3563440	42893613	213328168	23514526	116381814
83	native	5891	35824	199811	1166674	528943	3091388	30205756	184881902	16587585	100853032
84	introduced	8279	40816	278318	1328290	742426	3525804	42710413	212581270	23440823	116091058
84	native	5845	35496	196955	1152208	522553	3058430	30089553	184230826	16544578	100599360
85	introduced	8319	41016	280574	1336624	749301	3550132	42702654	212150928	23458253	115928742
85	native	5890	35672	198516	1159494	527493	3079944	30084626	183862078	16551471	100460180
86	introduced	8304	41110	282447	1343930	750727	3556296	42663635	212125784	23423561	115863762
86	native	5869	35742	199731	1165844	528230	3085194	30047398	183840906	16527610	100404876
87	introduced	8334	41148	280919	1337920	745994	3541000	42658368	212271544	23451290	116021754
87	native	5886	35782	198523	1160600	525010	3071984	30053308	183965884	16547997	100540526
88	introduced	8371	41264	283632	1349974	754597	3574646	43040664	213971336	23606984	116753784
88	native	5910	35886	200514	1171006	530961	3101086	30310115	185440754	16651684	101176874
89	introduced	8274	40872	280820	1336686	745956	3535854	42768418	212708024	23452467	116065614
89	native	5844	35556	198503	1159610	524831	3067508	30111559	184347358	16540812	100581650
8	introduced	8302	40932	282344	1342718	751041	3554380	42801884	212372576	23474161	115849476
8	native	5866	35588	199759	1164774	528674	3083584	30154876	184060046	16565216	100395124
90	introduced	8224	40552	280475	1334214	743124	3518596	42695867	212135450	23457688	116001758
90	native	5816	35270	198335	1157344	522717	3052378	30067965	183848038	16547781	100523616
91	introduced	7871	39392	272073	1298864	733605	3486484	42658211	212261780	23401248	115861388
91	native	5531	34234	191607	1126372	515623	3024472	30023205	183953454	16499179	100400344
92	introduced	8123	40216	276729	1317834	737306	3493422	42764176	212732376	23455741	116117280
92	native	5718	34964	195464	1143108	518364	3030142	30107589	184359420	16540131	100621054
93	introduced	8294	40888	280361	1335126	744349	3530664	42658891	212331484	23429367	116046120
93	native	5870	35560	198264	1158122	523875	3062946	30040391	184014798	16524479	100561844
94	introduced	8259	40944	281360	1337354	746958	3535556	42696830	212219686	23432942	115883994
94	native	5833	35602	198891	1160132	525167	3067112	30070613	183919686	16534151	100421408
95	introduced	8194	40404	278746	1326334	742292	3514292	42644670	211974214	23403293	115724918
95	native	5803	35140	197062	1150474	522317	3048698	30021224	183712792	16501004	100286092
96	introduced	8290	40952	280788	1336832	744218	3528688	42719629	212492298	23448926	116067616
96	native	5833	35606	198271	1159628	523166	3061236	30065399	184158172	16533785	100581652
97	introduced	8102	40176	279516	1332714	740841	3514806	42609067	211977200	23424480	115925560
97	native	5742	34924	197690	1156092	521658	3049408	30017527	183715448	16528520	100460320
98	introduced	8283	40864	280937	1336500	746307	3535190	42648906	211936126	23355600	115511946
98	native	5846	35550	198746	1159368	525416	3066878	30049931	183681556	16482720	100102490
99	introduced	8320	40972	281528	1340614	748913	3546474	42678780	212228748	23379597	115694854
99	native	5877	35646	199143	1162994	527152	3076938	30071980	183934014	16501325	100261954
9	introduced	8309	41104	282595	1343156	749892	3548860	42795954	212482972	23457016	115846574
9	native	5872	35748	199821	1165142	527822	3078942	30143000	184156182	16549823	100392798
